INDEX,Trial,DrugName,Indications,DrugClass,Approval_FDA,Uniprot,GeneSymbol,Gene,ProteinName,TargetMainClass,TargetClass,Target_Novelty_VALIDATED
1218,"masitinib, AB1010",masitinib,"antiinflammatory agent,DMARD,antineoplastic agent",Small molecule,not approved,P07333,CSF1R_HUMAN,CSF1R,Macrophage colony-stimulating factor 1 receptor OS=Homo sapiens GN=CSF1R PE=1 SV=2,Receptors,EC:2.7.10.1,Established target
1218,"masitinib, AB1010",masitinib,"antiinflammatory agent,DMARD,antineoplastic agent",Small molecule,not approved,P08631,HCK_HUMAN,HCK,Tyrosine-protein kinase HCK,Enzymes,EC:2.7.10.2,Novel Target
1218,"masitinib, AB1010",masitinib,"antiinflammatory agent,DMARD,antineoplastic agent",Small molecule,not approved,P10721,KIT_HUMAN,KIT,Mast/stem cell growth factor receptor OS=Homo sapiens GN=KIT PE=1 SV=1,Receptors,EC:2.7.10.1,Established target
1218,"masitinib, AB1010",masitinib,"antiinflammatory agent,DMARD,antineoplastic agent",Small molecule,not approved,P07948,LYN_HUMAN,LYN,Tyrosine-protein kinase Lyn,Enzymes,EC:2.7.10.2,Novel Target
1218,"masitinib, AB1010",masitinib,"antiinflammatory agent,DMARD,antineoplastic agent",Small molecule,not approved,P16234,PGFRA_HUMAN,PDGFRA,Alpha-type platelet-derived growth factor receptor OS=Homo sapiens GN=PDGFRA PE=1 SV=1,Receptors,EC:2.7.10.1,Established target
1218,"masitinib, AB1010",masitinib,"antiinflammatory agent,DMARD,antineoplastic agent",Small molecule,not approved,P09619,PGFRB_HUMAN,PDGFRB,Beta-type platelet-derived growth factor receptor OS=Homo sapiens GN=PDGFRB PE=1 SV=1,Receptors,EC:2.7.10.1,Established target
1218,"masitinib, AB1010",masitinib,"antiinflammatory agent,DMARD,antineoplastic agent",Small molecule,not approved,P12931,SRC_HUMAN,SRC,Proto-oncogene tyrosine-protein kinase Src OS=Homo sapiens GN=SRC PE=1 SV=3,Enzymes,EC:2.7.10.2,Established target
1219,MAX-002,mesalazine,for treatment of ulcerative proctitis,Small Molecule,approved,P09917,LOX5_HUMAN,ALOX5,Arachidonate 5-lipoxygenase OS=Homo sapiens GN=ALOX5 PE=1 SV=2,Enzymes,EC:1.13.11.34,Established target
1219,MAX-002,mesalazine,for treatment of ulcerative proctitis,Small Molecule,approved,P37231,PPARG_HUMAN,PPARG,Peroxisome proliferator-activated receptor gamma OS=Homo sapiens GN=PPARG PE=1 SV=3,Receptors,Nuclear receptor,Established target
1219,MAX-002,mesalazine,for treatment of ulcerative proctitis,Small Molecule,approved,P23219,PGH1_HUMAN,PTGS1,Prostaglandin G/H synthase 1 OS=Homo sapiens GN=PTGS1 PE=1 SV=1,Enzymes,EC:1.14.99.1,Established target
1219,MAX-002,mesalazine,for treatment of ulcerative proctitis,Small Molecule,approved,P35354,PGH2_HUMAN,PTGS2,Prostaglandin G/H synthase 2 OS=Homo sapiens GN=PTGS2 PE=1 SV=2,Enzymes,EC:1.14.99.1,Established target
1220,Max-AD Factor VIII,Max-AD Factor VIII,for treatment of hemophilia A,adenoviral vector,not approved,P00451,FA8_HUMAN,F8,Coagulation factor VIII OS=Homo sapiens GN=F8 PE=1 SV=1,Miscellaneous,Enzyme cofactor,Established target
1221,Maxy-G34,Maxy-G34,for treatment of chemotherapy-induced neutropenia,protein,not approved,Q99062,CSF3R_HUMAN,CSF3R,Granulocyte colony-stimulating factor receptor OS=Homo sapiens GN=CSF3R PE=1 SV=1,Receptors,Receptor; Type 1 cytokine receptor,Established target
1222,MB07803,MB07803,antidiabetic,unknown,not approved,P09467,F16P1_HUMAN,FBP1,"Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1)",Enzymes,EC:3.1.3.11,Novel Target
1222,MB07803,MB07803,antidiabetic,unknown,not approved,O00757 ,F16P2_HUMAN,FBP2,"Fructose-1,6-bisphosphatase isozyme 2",Enzymes,EC:3.1.3.11,Novel Target
1223,MB07811 ,MB07811 ,antidyslipidaemic agent,Small molecule,not approved,P10828,THB_HUMAN,THRB,Thyroid hormone receptor beta OS=Homo sapiens GN=THRB PE=1 SV=2,Receptors,Nuclear receptor,Established target
1224,MBX-2044,MBX-2044,antidiabetic,Small molecule,not approved,P37231,PPARG_HUMAN,PPARG,Peroxisome proliferator-activated receptor gamma OS=Homo sapiens GN=PPARG PE=1 SV=3,Receptors,Nuclear receptor,Established target
1225,MBX-2982,MBX-2982,antidiabetic,Small molecule,not approved,Q8TDV5,GP119_HUMAN,GPR119,Glucose-dependent insulinotropic receptor (G-protein coupled receptor 119),Receptors,GPCR;Rhodopsin,Novel Target
1226,MBX-8025,MBX-8025,antidyslipidaemic agent,Small molecule,not approved,Q03181,PPARD_HUMAN,PPARD,Peroxisome proliferator-activated receptor delta (PPAR-delta) (NUCI) (Nuclear hormone receptor 1) (NUC1) (Nuclear receptor subfamily 1 group C member 2) (Peroxisome proliferator-activated receptor beta) (PPAR-beta),Receptors,Nuclear receptor,Established target
1227,MC-4232,lisinopril,antihypertensive agent,Small Molecule,approved,P12821,ACE_HUMAN,ACE,Angiotensin-converting enzyme OS=Homo sapiens GN=ACE PE=1 SV=1,Enzymes,EC:3.4.15,Established target
1227,MC-4232,lisinopril,antihypertensive agent,Small Molecule,approved,Q9BYF1,ACE2_HUMAN,ACE2,Angiotensin-converting enzyme 2 (EC 3.4.17.23) (ACE-related carboxypeptidase) (Angiotensin-converting enzyme homolog) (ACEH) (Metalloprotease MPROT15) [Cleaved into: Processed angiotensin-converting enzyme 2],Enzymes,EC:3.4.17.23,Established target
1227,MC-4232,MC-1,cardioprotectant,Small molecule,not approved,Q99677,LPAR4_HUMAN,LPAR4,Lysophosphatidic acid receptor 4,Receptors,GPCR;Rhodopsin,Novel Target
1227,MC-4232,MC-1,cardioprotectant,Small molecule,not approved,P43657,LPAR6_HUMAN,LPAR6,Lysophosphatidic acid receptor 6,Receptors,GPCR;Rhodopsin,Novel Target
1227,MC-4232,MC-1,cardioprotectant,Small molecule,not approved,P47900,P2RY1_HUMAN,P2RY1,P2Y purinoceptor 1,Receptors,GPCR;Rhodopsin,Novel Target
1227,MC-4232,MC-1,cardioprotectant,Small molecule,not approved,O00398,P2Y10_HUMAN,P2RY10,Putative P2Y purinoceptor 10,Receptors,GPCR;Rhodopsin,Novel Target
1227,MC-4232,MC-1,cardioprotectant,Small molecule,not approved,Q96G91,P2Y11_HUMAN,P2RY11,P2Y purinoceptor 11,Receptors,GPCR;Rhodopsin,Novel Target
1227,MC-4232,MC-1,cardioprotectant,Small molecule,not approved,Q9H244,P2Y12_HUMAN,P2RY12,P2Y purinoceptor 12 OS=Homo sapiens GN=P2RY12 PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
1227,MC-4232,MC-1,cardioprotectant,Small molecule,not approved,Q9BPV8,P2Y13_HUMAN,P2RY13,P2Y purinoceptor 13,Receptors,GPCR;Rhodopsin,Novel Target
1227,MC-4232,MC-1,cardioprotectant,Small molecule,not approved,Q15391,P2Y14_HUMAN,P2RY14,P2Y purinoceptor 14,Receptors,GPCR;Rhodopsin,Novel Target
1227,MC-4232,MC-1,cardioprotectant,Small molecule,not approved,P41231,P2RY2_HUMAN,P2RY2,P2Y purinoceptor 2 (P2Y2) (ATP receptor) (P2U purinoceptor 1) (P2U1) (Purinergic receptor),Receptors,GPCR;Rhodopsin,Novel Target
1227,MC-4232,MC-1,cardioprotectant,Small molecule,not approved,P51582,P2RY4_HUMAN,P2RY4,P2Y purinoceptor 4,Receptors,GPCR;Rhodopsin,Novel Target
1227,MC-4232,MC-1,cardioprotectant,Small molecule,not approved,Q15077,P2RY6_HUMAN,P2RY6,P2Y purinoceptor 6,Receptors,GPCR;Rhodopsin,Novel Target
1227,MC-4232,MC-1,cardioprotectant,Small molecule,not approved,Q86VZ1,P2RY8_HUMAN,P2RY8,P2Y purinoceptor 8,Receptors,GPCR;Rhodopsin,Novel Target
1228,MCD-386,MCD-386,for treatment of Alzheimer's disease,Small molecule,not approved,P11229,ACM1_HUMAN,CHRM1,Muscarinic acetylcholine receptor M1 OS=Homo sapiens GN=CHRM1 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
1229,MDAM (y-methylene-10-deazaaminopterin),MDAM,antineoplastic agent,Small molecule,not approved,P00374,DYR_HUMAN,DHFR,Dihydrofolate reductase OS=Homo sapiens GN=DHFR PE=1 SV=2,Enzymes,EC:1.5.1.3,Established target
1230,MDV3100,MDV3100,antineoplastic agent,Small molecule,not approved,P10275,ANDR_HUMAN,AR,Androgen receptor OS=Homo sapiens GN=AR PE=1 SV=2,Receptors,Nuclear receptor,Established target
1231,MDX-060,MDX-060,antineoplastic agent,monoclonal antibody,not approved,P28908,TNR8_HUMAN,TNFRSF8,Tumor necrosis factor receptor superfamily member 8 (CD30L receptor) (Ki-1 antigen) (Lymphocyte activation antigen CD30) (CD antigen CD30),Receptors,Receptors;TNFNGF,Novel Target
1232,MDX-1100,MDX-1100,"antiinflammatory agent,DMARD,for treatment of ulcerative colitis",monoclonal antibody,not approved,P02778,CXL10_HUMAN,CXCL10,C-X-C motif chemokine 10 (10 kDa interferon gamma-induced protein) (Gamma-IP10) (IP-10) (Small-inducible cytokine B10) [Cleaved into: CXCL10(1-73)],Ligand,Ligand;Chemokine,Novel Target
1233,MDX-1203,MDX-1203,antineoplastic agent,fusion protein,not approved,P32970,CD70_HUMAN,CD70,CD70 antigen (CD27 ligand) (CD27-L) (Tumor necrosis factor ligand superfamily member 7) (CD antigen CD70),Miscellaneous,Ligand;Cytokine;TNFR,Novel Target
1234,MDX-1342,MDX-1342,antineoplastic agent,monoclonal antibody,not approved,P15391,CD19_HUMAN,CD19,B-lymphocyte antigen CD19 (B-lymphocyte surface antigen B4) (Differentiation antigen CD19) (T-cell surface antigen Leu-12) (CD antigen CD19),Miscellaneous,Miscellaneous;CD19,Novel Target
1235,MDX-1401,MDX-1401,antineoplastic agent,monoclonal antibody,not approved,P28908,TNR8_HUMAN,TNFRSF8,Tumor necrosis factor receptor superfamily member 8 (CD30L receptor) (Ki-1 antigen) (Lymphocyte activation antigen CD30) (CD antigen CD30),Receptors,Receptors;TNFNGF,Novel Target
1236,MDX-1411,MDX-1411,antineoplastic agent,monoclonal antibody,not approved,P32970,CD70_HUMAN,CD70,CD70 antigen (CD27 ligand) (CD27-L) (Tumor necrosis factor ligand superfamily member 7) (CD antigen CD70),Miscellaneous,Ligand;Cytokine;TNFR,Novel Target
1237,MDX-214,MDX-214,antineoplastic agent,fusion protein,not approved,P00533,EGFR_HUMAN,EGFR,Epidermal growth factor receptor OS=Homo sapiens GN=EGFR PE=1 SV=2,Receptors,EC:2.7.10.1,Established target
1238,Mebendazole,Mebendazole,antineoplastic agent,Small molecule,approved,Q71U36,TBA1A_HUMAN,TUBA1A,Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain),Miscellaneous,StructuralAndAdhesion;Cytoskeleton,Established target
1238,Mebendazole,Mebendazole,antineoplastic agent,Small molecule,approved,P68371,TBB2C_HUMAN,TUBB2C,Tubulin beta-2C chain (Tubulin beta-2 chain),Miscellaneous,StructuralAndAdhesion;Cytoskeleton,Established target
1239,"mecamylamine HCl , TC-5231",mecamylamine,for treatment of ADHD,Small Molecule,approved,Q15822,ACHA2_HUMAN,CHRNA2,Neuronal acetylcholine receptor subunit alpha-2 OS=Homo sapiens GN=CHRNA2 PE=1 SV=1,Receptors,TC:1.A.9,Established target
1240,"mecasermin, rhIGF-1,Increlex",mecasermin,hormone replacement,recombinant protein,approved,P08069,IGF1R_HUMAN,IGF1R,Insulin-like growth factor 1 receptor OS=Homo sapiens GN=IGF1R PE=1 SV=1,Receptors,EC:2.7.10.1,Established target
1241,MEDI-528,MEDI-528,antiasthmatic agent,monoclonal antibody,not approved,P15248,IL9_HUMAN,IL9,Interleukin-9 (IL-9) (Cytokine P40) (T-cell growth factor P40),Miscellaneous,Ligand;Cytokine,Novel Target
1242,"MEDI-563, Anti-IL-5 Receptor Mab",benralizumab,antiasthmatic agent,monoclonal antibody,not approved,Q01344,IL5RA_HUMAN,IL5RA,Interleukin-5 receptor subunit alpha (IL-5 receptor subunit alpha) (IL-5R subunit alpha) (IL-5R-alpha) (IL-5RA) (CDw125) (CD antigen CD125),Receptors,Receptor; Type 1 cytokine receptor,Novel Target
1243,Medusa IL-2,interleukin 2,antineoplastic agent,protein,not approved,P01589,IL2RA_HUMAN,IL2RA,Interleukin-2 receptor alpha chain OS=Homo sapiens GN=IL2RA PE=1 SV=1,Receptors,Receptor; Type 1 cytokine receptor,Established target
1243,Medusa IL-2,interleukin 2,antineoplastic agent,protein,not approved,P14784,IL2RB_HUMAN,IL2RB,Interleukin-2 receptor subunit beta OS=Homo sapiens GN=IL2RB PE=1 SV=1,Receptors,Receptor; Type 1 cytokine receptor,Established target
1243,Medusa IL-2,interleukin 2,antineoplastic agent,protein,not approved,P31785,IL2RG_HUMAN,IL2RG,Cytokine receptor common gamma chain OS=Homo sapiens GN=IL2RG PE=1 SV=1,Receptors,Receptor; Type 1 cytokine receptor,Established target
1244,"melogliptin, GRC 8200",melogliptin,antidiabetic,Small molecule,not approved,P27487,DPP4_HUMAN,DPP4,Dipeptidyl peptidase 4 OS=Homo sapiens GN=DPP4 PE=1 SV=2,Enzymes,EC:3.4.14.5,Established target
1245,MEM 1003,MEM 1003,for treatment of Alzheimer's disease,Small molecule,not approved,Q13936,CAC1C_HUMAN,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha-1C OS=Homo sapiens GN=CACNA1C PE=1 SV=3,Transporters,TC:1.A.1.11.4,Established target
1245,MEM 1003,MEM 1003,for treatment of Alzheimer's disease,Small molecule,not approved,Q01668,CAC1D_HUMAN,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D OS=Homo sapiens GN=CACNA1D PE=1 SV=2,Transporters,TC:1.A.1.11,Established target
1245,MEM 1003,MEM 1003,for treatment of Alzheimer's disease,Small molecule,not approved,O60840,CAC1F_HUMAN,CACNA1F,Voltage-dependent L-type calcium channel subunit alpha-1F OS=Homo sapiens GN=CACNA1F PE=1 SV=2,Transporters,TC:1.A.1.11.11,Established target
1245,MEM 1003,MEM 1003,for treatment of Alzheimer's disease,Small molecule,not approved,Q13698,CAC1S_HUMAN,CACNA1S,Voltage-dependent L-type calcium channel subunit alpha-1S OS=Homo sapiens GN=CACNA1S PE=1 SV=4,Transporters,TC:1.A.1.11,Established target
1246,MEM 1414,MEM 1414,for treatment of Alzheimer's disease,Small molecule,not approved,P27815,PDE4A_HUMAN,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A OS=Homo sapiens GN=PDE4A PE=1 SV=3",Enzymes,EC:3.1.4.17,Established target
1246,MEM 1414,MEM 1414,for treatment of Alzheimer's disease,Small molecule,not approved,Q07343,PDE4B_HUMAN,PDE4B,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B OS=Homo sapiens GN=PDE4B PE=1 SV=1",Enzymes,EC:3.1.4.17,Established target
1247,"MEM 63908, R4996",MEM 63908,for treatment of Alzheimer's disease,Small molecule,not approved,P36544,ACHA7_HUMAN,CHRNA7,Neuronal acetylcholine receptor subunit alpha-7 OS=Homo sapiens GN=CHRNA7 PE=1 SV=5,Receptors,TC:1.A.9.1.1,Established target
1248,"MEM3454, R3487",MEM3454,for treatment of Alzheimer's disease,Small molecule,not approved,P36544,ACHA7_HUMAN,CHRNA7,Neuronal acetylcholine receptor subunit alpha-7 OS=Homo sapiens GN=CHRNA7 PE=1 SV=5,Receptors,TC:1.A.9.1.1,Established target
1249,memantine,memantine,for treatment of glaucoma,Small Molecule,approved,Q12879,NMDE1_HUMAN,GRIN2A,Glutamate [NMDA] receptor subunit epsilon-1 OS=Homo sapiens GN=GRIN2A PE=1 SV=1,Receptors,TC:1.A.10.1,Established target
1249,memantine,memantine,for treatment of glaucoma,Small Molecule,approved,Q13224,NMDE2_HUMAN,GRIN2B,Glutamate [NMDA] receptor subunit epsilon-2 OS=Homo sapiens GN=GRIN2B PE=1 SV=3,Receptors,TC:1.A.10.1,Established target
1249,memantine,memantine,for treatment of glaucoma,Small Molecule,approved,Q8TCU5,NMD3A_HUMAN,GRIN3A,Glutamate [NMDA] receptor subunit 3A OS=Homo sapiens GN=GRIN3A PE=1 SV=2,Receptors,TC:1.A.10.1,Established target
1250,Memryte,leuprolide,for treatment of Alzheimer's disease,peptide,approved,P30968,GNRHR_HUMAN,GNRHR,Gonadotropin-releasing hormone receptor OS=Homo sapiens GN=GNRHR PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
1251,"mepolizumab, 240563,Bosatria",mepolizumab,"antiinflammatory agent,antiasthmatic agent",monoclonal antibody,not approved,P05113,IL5_HUMAN,IL5,Interleukin-5 (IL-5) (B-cell differentiation factor I) (Eosinophil differentiation factor) (T-cell replacing factor) (TRF),Miscellaneous,Ligand;Cytokine,Novel Target
1252,Merck,vorinostat,antineoplastic agent,Small Molecule,approved,Q13547,HDAC1_HUMAN,HDAC1,Histone deacetylase 1 OS=Homo sapiens GN=HDAC1 PE=1 SV=1,Enzymes,EC:3.5.1.98,Established target
1252,Merck,vorinostat,antineoplastic agent,Small Molecule,approved,Q92769,HDAC2_HUMAN,HDAC2,Histone deacetylase 2 OS=Homo sapiens GN=HDAC2 PE=1 SV=2,Enzymes,EC:3.5.1.98,Established target
1252,Merck,vorinostat,antineoplastic agent,Small Molecule,approved,O15379,HDAC3_HUMAN,HDAC3,Histone deacetylase 3 OS=Homo sapiens GN=HDAC3 PE=1 SV=2,Enzymes,EC:3.5.1.98,Established target
1252,Merck,vorinostat,antineoplastic agent,Small Molecule,approved,Q9UBN7,HDAC6_HUMAN,HDAC6,Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2,Enzymes,EC:3.5.1.98,Established target
1254,"mesalamine,Pentasa, Canasa, Asacol",mesalamine,antiinflammatory agent,Small molecule,approved,P09917,LOX5_HUMAN,ALOX5,Arachidonate 5-lipoxygenase OS=Homo sapiens GN=ALOX5 PE=1 SV=2,Enzymes,EC:1.13.11.34,Established target
1254,"mesalamine,Pentasa, Canasa, Asacol",mesalamine,antiinflammatory agent,Small molecule,approved,P37231,PPARG_HUMAN,PPARG,Peroxisome proliferator-activated receptor gamma OS=Homo sapiens GN=PPARG PE=1 SV=3,Receptors,Nuclear receptor,Established target
1254,"mesalamine,Pentasa, Canasa, Asacol",mesalamine,antiinflammatory agent,Small molecule,approved,P23219,PGH1_HUMAN,PTGS1,Prostaglandin G/H synthase 1 OS=Homo sapiens GN=PTGS1 PE=1 SV=1,Enzymes,EC:1.14.99.1,Established target
1254,"mesalamine,Pentasa, Canasa, Asacol",mesalamine,antiinflammatory agent,Small molecule,approved,P35354,PGH2_HUMAN,PTGS2,Prostaglandin G/H synthase 2 OS=Homo sapiens GN=PTGS2 PE=1 SV=2,Enzymes,EC:1.14.99.1,Established target
1255,"Mesupron, WX-671",WX-671,antineoplastic agent,small molecule,not approved,P00749,UROK_HUMAN,PLAU,Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B],Enzymes,EC:3.4.21.73,Established target
1256,"metabolite of allopurinol, Oxypurinol",Oxypurinol,"for treatment of heart failure,for treatment of gout",small molecule,not approved,P47989,XDH_HUMAN,XDH,Xanthine dehydrogenase/oxidase OS=Homo sapiens GN=XDH PE=1 SV=4,Enzymes,EC:1.17.1.4; 1.17.3.2,Established target
1257,"metaglidasen, JNJ-39659100, MBX-102",metaglidasen,antidiabetic,Small molecule,not approved,P37231,PPARG_HUMAN,PPARG,Peroxisome proliferator-activated receptor gamma OS=Homo sapiens GN=PPARG PE=1 SV=3,Receptors,Nuclear receptor,Established target
1258,"metformin GR,Glumetza",metformin ,antidiabetic,Small molecule,approved,Q9Y478,AAKB1_HUMAN,PRKAB1,5'-AMP-activated protein kinase subunit beta-1 OS=Homo sapiens GN=PRKAB1 PE=1 SV=4,Enzymes,EC:2.7.11.1,Established target
1259,"metformin HCl,Glucophage XR",metformin ,antidiabetic,Small molecule,approved,Q9Y478,AAKB1_HUMAN,PRKAB1,5'-AMP-activated protein kinase subunit beta-1 OS=Homo sapiens GN=PRKAB1 PE=1 SV=4,Enzymes,EC:2.7.11.1,Established target
1260,"metformin,MetControl",metformin ,antidiabetic,Small molecule,approved,Q9Y478,AAKB1_HUMAN,PRKAB1,5'-AMP-activated protein kinase subunit beta-1 OS=Homo sapiens GN=PRKAB1 PE=1 SV=4,Enzymes,EC:2.7.11.1,Established target
1262,Methylnaltrexone,Methylnaltrexone,for treatment of opioid-induced constipation,Small molecule,approved,P35372,OPRM_HUMAN,OPRM1,Mu-type opioid receptor OS=Homo sapiens GN=OPRM1 PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
1263,"methylphenidate HCl,Concerta",methylphenidate,for treatment of ADHD,Small Molecule,approved,P23975,SC6A2_HUMAN,SLC6A2,Sodium-dependent noradrenaline transporter OS=Homo sapiens GN=SLC6A2 PE=1 SV=1,Transporters,TC:2.A.22.1.2,Established target
1263,"methylphenidate HCl,Concerta",methylphenidate,for treatment of ADHD,Small Molecule,approved,Q01959,SC6A3_HUMAN,SLC6A3,Sodium-dependent dopamine transporter OS=Homo sapiens GN=SLC6A3 PE=1 SV=1,Transporters,TC:2.A.22.1.3,Established target
1263,"methylphenidate HCl,Concerta",methylphenidate,for treatment of ADHD,Small Molecule,approved,P31645,SC6A4_HUMAN,SLC6A4,Sodium-dependent serotonin transporter OS=Homo sapiens GN=SLC6A4 PE=1 SV=1,Transporters,TC:2.A.22.1.1,Established target
1264,"methylphenidate HCl,Metadate CD, Equasym",methylphenidate,for treatment of ADHD,Small Molecule,approved,P23975,SC6A2_HUMAN,SLC6A2,Sodium-dependent noradrenaline transporter OS=Homo sapiens GN=SLC6A2 PE=1 SV=1,Transporters,TC:2.A.22.1.2,Established target
1264,"methylphenidate HCl,Metadate CD, Equasym",methylphenidate,for treatment of ADHD,Small Molecule,approved,Q01959,SC6A3_HUMAN,SLC6A3,Sodium-dependent dopamine transporter OS=Homo sapiens GN=SLC6A3 PE=1 SV=1,Transporters,TC:2.A.22.1.3,Established target
1264,"methylphenidate HCl,Metadate CD, Equasym",methylphenidate,for treatment of ADHD,Small Molecule,approved,P31645,SC6A4_HUMAN,SLC6A4,Sodium-dependent serotonin transporter OS=Homo sapiens GN=SLC6A4 PE=1 SV=1,Transporters,TC:2.A.22.1.1,Established target
1265,"methylphenidate HCl,Ritalin LA",methylphenidate,for treatment of ADHD,Small Molecule,approved,P23975,SC6A2_HUMAN,SLC6A2,Sodium-dependent noradrenaline transporter OS=Homo sapiens GN=SLC6A2 PE=1 SV=1,Transporters,TC:2.A.22.1.2,Established target
1265,"methylphenidate HCl,Ritalin LA",methylphenidate,for treatment of ADHD,Small Molecule,approved,Q01959,SC6A3_HUMAN,SLC6A3,Sodium-dependent dopamine transporter OS=Homo sapiens GN=SLC6A3 PE=1 SV=1,Transporters,TC:2.A.22.1.3,Established target
1265,"methylphenidate HCl,Ritalin LA",methylphenidate,for treatment of ADHD,Small Molecule,approved,P31645,SC6A4_HUMAN,SLC6A4,Sodium-dependent serotonin transporter OS=Homo sapiens GN=SLC6A4 PE=1 SV=1,Transporters,TC:2.A.22.1.1,Established target
