GeneCard,Gene Name,Locus,Disorders
,,,"Lung cancer, protection against, in smokers (3) 11"
,,,
MPP3,"membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3) ",17q12-q21,
,,,mutations
,,,
MPP6,"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6) ",7p21-p15,
,,,mutations
,,,
MPP7,"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7) ",10p12.1,
,,,mutations
,,,
MPST,mercaptopyruvate sulfurtransferase ,22q11.2-qter,
,,,mutations
,,,
MPV17,MpV17 mitochondrial inner membrane protein ,2p23-p21,
,,,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type) [MIM:256810]
,,,
MPVQTL1,Mean platelet volume QTL1 ,12q24.31,
,,,Mean platelet volume QTL1
,,,
MPVQTL2,Mean platelet volume QTL2 ,3p21-p13,
,,,Mean platelet volume QTL2
,,,
MPVQTL3,Mean platelet volume QTL3 ,17q11.2,
,,,Mean platelet volume QTL3
,,,
MPZ,myelin protein zero ,1q22,
,,,"Charcot-Marie-Tooth disease, type 1B [MIM:118200]"
,,,Dejerine-Sottas syndrome [MIM:145900]
,,,"Neuropathy, congenital hypomyelinating [MIM:605253]"
,,,"Charcot-Marie-Tooth disease, type 2J [MIM:607736]"
,,,Roussy-Levy syndrome [MIM:180800]
,,,"Charcot-Marie-Tooth disease, type 2I [MIM:607677]"
,,,"Charcot-Marie-Tooth disease, dominant intermediate 3 [MIM:607791]"
,,,
MR1,"major histocompatibility complex, class I-related ",1q25.3,
,,,mutations
,,,
MRAP,melanocortin 2 receptor accessory protein ,21q22.1,
,,,Glucocorticoid deficiency 2 [MIM:607398]
,,,
MRC1,"mannose receptor, C type 1 ",10p13,
,,,mutations
,,,
MRE11A,MRE11 meiotic recombination 11 homolog A (S. cerevisiae) ,11q21,
,,,Ataxia-telangiectasia-like disorder [MIM:604391]
,,,
MROS,Melkersson-Rosenthal syndrome ,9p11,
,,,Melkersson-Rosenthal syndrome
,,,
MRPL3,mitochondrial ribosomal protein L3 ,?,
,,,mutations
,,,
MRPL48,mitochondrial ribosomal protein L48 ,11q13.2,
,,,mutations
,,,
MRPS16,mitochondrial ribosomal protein S16 ,10q22.1,
,,,Combined oxidative phosphorylation deficiency 2 [MIM:610498]
,,,
MRPS22,mitochondrial ribosomal protein S22 ,3q23,
,,,Combined oxidative phosphorylation deficiency 5 [MIM:611719]
,,,
MRRF,mitochondrial ribosome recycling factor ,9q32-q34.1,
,,,mutations
,,,
MRSD,mental retardation-skeletal dysplasia ,Xq28,
,,,Mental retardation-skeletal dysplasia
,,,
MRSS,"Mental retardation, X-linked, with short stature ",Xq24,
,,,"Mental retardation, X-linked, with short stature"
,,,
MRST,"Mental retardation, severe, with spasticity and tapetoretinal ",15q24,
,,,"Mental retardation, severe, with spasticity and tapetoretinal degeneration"
,,,
MRT10,"mental retardation, non-syndromic, autosomal recessive, 10 ",16p12-q12,
,,,"Mental retardation, autosomal recessive, 10"
,,,
MRT11,"mental retardation, non-syndromic, autosomal recessive, 11 ",19q13.2-q13.3,
,,,"Mental retardation, autosomal recessive, 11"
,,,
MRT12,"mental retardation, non-syndromic, autosomal recessive, 12 ",1p34-p33,
,,,"Mental retardation, autosomal recessive, 12"
,,,
MRT4,"mental retardation, non-syndromic, autosomal recessive, 4 ",1p21.1-p13.3,
,,,"Mental retardation, autosomal recessive, 4"
,,,
MRT5,"mental retardation, non-syndromic, autosomal recessive, 5 ",5p15-p14,
,,,"Mental retardation, autosomal recessive, 5"
,,,
MRT8,"mental retardation, non-syndromic, autosomal recessive, 8 ",10q22,
,,,"Mental retardation, autosomal recessive, 8"
,,,
MRT9,"mental retardation, non-syndromic, autosomal recessive, 9 ",14q11.2-q12,
,,,"Mental retardation, autosomal recessive, 9"
,,,
MRX14,"mental retardation, X-linked 14 ",Xp11.3-q13.3,
,,,"Mental retardation, X-linked 14"
,,,
MRX17,"mental retardation, X-linked 17 ",Xp11.2,
,,,17-beta-hydroxysteroid dehydrogenase X deficiency [MIM:300438]
,,,"Mental retardation, X-linked syndromic 10 [MIM:300220]"
,,,"Mental retardation, X-linked 17/31, microduplication [MIM:300705]"
,,,
MRX1,"mental retardation, X-linked 1 (non-dysmorphic) ",Xp11.3-q21.1,
,,,"Mental retardation, X-linked, 1"
,,,
MRX20,"mental retardation, X-linked 20 ",Xp11-q21,
,,,"Mental retardation, X-linked 20"
,,,
MRX23,"mental retardation, X-linked 23 ",Xq23-q24,
,,,"Mental retardation, X-linked 23, nonspecific"
,,,
MRX27,"mental retardation, X-linked 27 ",Xq23-q24,
,,,"Mental retardation, X-linked 23, nonspecific"
,,,
MRX2,"mental retardation, X-linked 2 (non-dysmorphic) ",Xp22.3,
,,,"Mental retardation, X-linked, 2"
,,,
MRX31,"mental retardation, X-linked 31 ",Xp11.2,
,,,17-beta-hydroxysteroid dehydrogenase X deficiency [MIM:300438]
,,,"Mental retardation, X-linked syndromic 10 [MIM:300220]"
,,,"Mental retardation, X-linked 17/31, microduplication [MIM:300705]"
,,,
MRX35,"mental retardation, X-linked 35 ",Xq23-q24,
,,,"Mental retardation, X-linked 23, nonspecific"
,,,
MRX42,"mental retardation, X-linked 42 ",Xq26,
,,,"Mental retardation, X-linked nonspecific, 42"
,,,
MRX49,"mental retardation, X-linked 49 ",Xp22.3,
,,,"Mental retardation, X-linked-49"
,,,
MRX4,"mental retardation, X-linked 4 ",?,
,,,"mental retardation,X-linked 4,with scoliosis and spotty abdominal hypopigmentation,slight facial asymetry and clinodactyly,may be several genes in the interval"
,,,
MRX50,"mental retardation, X-linked 50 ",Xp11.3-p11.21,
,,,"Mental retardation, X-linked nonspecific, type 50"
,,,
MRX52,"mental retardation, X-linked 52 ",Xp11.21-q22.3,
,,,"Mental retardation, X-linked 52"
,,,
MRX53,"mental retardation, X-linked 53 ",Xq22.2-q26,
,,,"Mental retardation, X-linked-53"
,,,
MRX77,"mental retardation, X-linked 77 ",Xq12-q21.3,
,,,"Mental retardation, X-linked 77"
,,,
MRX78,"mental retardation, X-linked 78 ",Xp11.4-p11.23,
,,,"Mental retardation, X-linked 78"
,,,
MRX80,"mental retardation, X-linked 80 ",Xq23-q24,
,,,"Mental retardation, X-linked 23, nonspecific"
,,,
MRX81,"mental retardation, X-linked 81 ",Xp11.2-q12,
,,,"Mental retardation, X-linked 81"
,,,
MRX82,"mental retardation, X-linked 82 ",Xq24-q25,
,,,"Mental retardation, X-linked 82"
,,,
MRX84,"mental retardation, X-linked 84 ",Xp11.3-q22.3,
,,,"Mental retardation, X-linked 84"
,,,
MRXS11,"mental retardation, X-linked, syndromic 11 ",Xq26-q27,
,,,"Mental retardation, X-linked, Shashi type"
,,,
MRXS12,"Mental retardation, X-linked, syndromic 12 ",Xp11,
,,,"Mental retardation, X-linked, syndromic 12"
,,,
MRXS5,"mental retardation, X-linked, syndromic 5 ",Xq25-q27,
,,,"Mental retardation, X-linked, syndromic-5, with Dandy-Walker malformation, basal ganglia disease, and seizures"
,,,
MRXS7,"mental retardation, X-linked, syndromic 7 ",Xp11.3-q22,
,,,"Mental retardation, X-linked, syndromic 7"
,,,
MRXSAB,Abidi X-linked mental retardation syndrome ,Xq13.2,
,,,"Mental retardation syndrome, X-linked, Abidi type"
,,,
MRXSA,Armfield X-linked mental retardation syndrome ,Xq28,
,,,"Mental retardation syndrome, X-linked, Armfield type"
,,,
MRXSL,Lubs X-linked mental retardation syndrome ,Xq28,
,,,"Mental retardation syndrome, X-linked, Lubs type"
,,,
MS2,"Multiple sclerosis, susceptibility to, 2 ",10p15.1,
,,,"Multiple sclerosis, susceptibility to, 2"
,,,
MS3,"Multiple sclerosis, susceptibility to, 3 ",5p13.2,
,,,"Multiple sclerosis, susceptibility to, 3"
,,,
MS4A12,"membrane-spanning 4-domains, subfamily A, member 12 ",11q12-q13,
,,,mutations
,,,
MS4A1,"membrane-spanning 4-domains, subfamily A, member 1 ",11q13,
,,,"Immunodeficiency, common variable, 5 [MIM:613495]"
,,,
MS4A2,"membrane-spanning 4-domains, subfamily A, member 2 ",11q13,
,,,"Atopy, susceptibility to [MIM:147050]"
,,,
MS4A3,"membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific) ",11q12-q13,
,,,mutations
,,,
MS4A6A,"membrane-spanning 4-domains, subfamily A, member 6A ",11q12-q13,
,,,mutations
,,,
MS4A6E,"membrane-spanning 4-domains, subfamily A, member 6E ",11q12-q13.1,
,,,mutations
,,,
MS4,"Multiple sclerosis, susceptiblity to, 4 ",1p36,
,,,"Multiple sclerosis, susceptibility to, 4"
,,,
MSH2,"mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli) ",2p22-p21,
,,,"Colorectal cancer, hereditary nonpolyposis, type 1 [MIM:120435]"
,,,Muir-Torre syndrome [MIM:158320]
,,,Mismatch repair cancer syndrome [MIM:276300]
,,,
MSH3,mutS homolog 3 (E. coli) ,5q11-q12,
,,,Endometrial carcinoma
,,,
MSH4,mutS homolog 4 (E. coli) ,1p31,
,,,mutations
,,,
MSH5,mutS homolog 5 (E. coli) ,?,
,,,mutations
,,,
MSH6,mutS homolog 6 (E. coli) ,2p16,
,,,"Colorectal cancer, hereditary nonpolyposis, type 5"
,,,"Endometrial cancer, familial [MIM:608089]"
,,,Mismatch repair cancer syndrome [MIM:276300]
,,,
MSMB,"microseminoprotein, beta- ",10q11.2,
,,,"Prostate cancer, hereditary, 13 [MIM:611928]"
,,,
MSMO1,methylsterol monooxygenase 1 ,4q32-q34,
,,,mutations
,,,
MSR1,macrophage scavenger receptor 1 ,8p22,
,,,"Prostate cancer, hereditary [MIM:176807]"
,,,
MSRB3,methionine sulfoxide reductase B3 ,12q14.3,
,,,"Deafness, autosomal recessive 74 [MIM:613718]"
,,,
MSSE,multiple self-healing squamous epithelioma ,9q31,
,,,"Epithelioma, self-healing, squamous 1, Ferguson-Smith type"
,,,Basal cell carcinoma
,,,
MST1R,macrophage stimulating 1 receptor (c-met-related tyrosine kinase) ,3p21.3,
,,,mutations
,,,
MST1,macrophage stimulating 1 (hepatocyte growth factor-like) ,3p21,
,,,mutations
,,,
MSTN,myostatin ,2q32.2,
,,,Muscle hypertrophy
,,,
MSX1,msh homeobox 1 ,4p16.1,
,,,"Tooth agenesis, selective, 1, with or without orofacial cleft [MIM:106600]"
,,,Witkop syndrome [MIM:189500]
,,,Orofacial cleft 5 [MIM:608874]
,,,
MSX2,msh homeobox 2 ,5q34-q35,
,,,"Craniosynostosis, type 2 [MIM:604757]"
,,,Parietal foramina 1 [MIM:168500]
,,,Parietal foramina with cleidocranial dysplasia [MIM:168550]
,,,
MT-ATP6,mitochondrially encoded ATP synthase 6 ,?,
,,,mutations
,,,
MT-ATP8,mitochondrially encoded ATP synthase 8 ,?,
,,,mutations
,,,
MT-CO1,mitochondrially encoded cytochrome c oxidase I ,?,
,,,mutations
,,,
MT-CO2,mitochondrially encoded cytochrome c oxidase II ,?,
,,,mutations
,,,
MT-CO3,mitochondrially encoded cytochrome c oxidase III ,?,
,,,mutations
,,,
MT-CYB,mitochondrially encoded cytochrome b ,?,
,,,mutations
,,,
MT-ND1,mitochondrially encoded NADH dehydrogenase 1 ,?,
,,,mutations
,,,
MT-ND2,mitochondrially encoded NADH dehydrogenase 2 ,?,
,,,mutations
,,,
MT-ND3,mitochondrially encoded NADH dehydrogenase 3 ,?,
,,,mutations
,,,
MT-ND4L,mitochondrially encoded NADH dehydrogenase 4L ,?,
,,,mutations
,,,
MT-ND4,mitochondrially encoded NADH dehydrogenase 4 ,?,
,,,mutations
,,,
MT-ND5,mitochondrially encoded NADH dehydrogenase 5 ,?,
,,,mutations
,,,
MT-ND6,mitochondrially encoded NADH dehydrogenase 6 ,?,
,,,mutations
,,,
MT-RNR1,mitochondrially encoded 12S RNA ,?,
,,,Mitochondrial
,,,
MT-RNR2,mitochondrially encoded 16S RNA ,?,
,,,mutations
,,,
MT-TA,mitochondrially encoded tRNA alanine ,?,
,,,mutations
,,,
MT-TC,mitochondrially encoded tRNA cysteine ,?,
,,,mutations
,,,
MT-TD,mitochondrially encoded tRNA aspartic acid ,?,
,,,mutations
,,,
MT-TE,mitochondrially encoded tRNA glutamic acid ,?,
,,,mutations
,,,
MT-TF,mitochondrially encoded tRNA phenylalanine ,?,
,,,mutations
,,,
MT-TG,mitochondrially encoded tRNA glycine ,?,
,,,mutations
,,,
MT-TH,mitochondrially encoded tRNA histidine ,?,
,,,mutations
,,,
MT-TI,mitochondrially encoded tRNA isoleucine ,?,
,,,mutations
,,,
MT-TK,mitochondrially encoded tRNA lysine ,?,
,,,mutations
,,,
MT-TL1,mitochondrially encoded tRNA leucine 1 (UUA/G) ,?,
,,,mutations
,,,
MT-TL2,mitochondrially encoded tRNA leucine 2 (CUN) ,?,
,,,mutations
,,,
MT-TM,mitochondrially encoded tRNA methionine ,?,
,,,mutations
,,,
MT-TN,mitochondrially encoded tRNA asparagine ,?,
,,,mutations
,,,
MT-TP,mitochondrially encoded tRNA proline ,?,
,,,mutations
,,,
MT-TQ,mitochondrially encoded tRNA glutamine ,?,
,,,mutations
,,,
MT-TR,mitochondrially encoded tRNA arginine ,?,
,,,mutations
,,,
MT-TS1,mitochondrially encoded tRNA serine 1 (UCN) ,?,
,,,Mitochondrial
,,,
MT-TS2,mitochondrially encoded tRNA serine 2 (AGU/C) ,?,
,,,mutations
,,,
MT-TT,mitochondrially encoded tRNA threonine ,?,
,,,mutations
,,,
MT-TV,mitochondrially encoded tRNA valine ,?,
,,,mutations
,,,
MT-TW,mitochondrially encoded tRNA tryptophan ,?,
,,,mutations
,,,
MT-TY,mitochondrially encoded tRNA tyrosine ,?,
,,,mutations
,,,
MT1A,metallothionein 1A ,16q13,
,,,mutations
,,,
MT2A,metallothionein 2A ,16q13,
,,,mutations
,,,
MTAP,methylthioadenosine phosphorylase ,9p21,
,,,mutations
,,,
MTBS1,"mycobacterium tuberculosis, susceptibility to infection by, 1 ",2q35,
,,,"Tuberculosis, susceptibility to"
,,,
MTBS2,"Mycobacterium tuberculosis, susceptibility to, 2 ",8q12-q13,
,,,"Mycobacterium tuberculosis, susceptibility to, 2"
,,,
MTBS3,"Mycobacterium tuberculosis, susceptibility to, 3 ",19q13.31-q33,
,,,"Mycobacterium tuberculosis, susceptibility to, 3"
,,,
MTCH2,mitochondrial carrier 2 ,11q12.1,
,,,mutations
,,,
MTCP1,mature T-cell proliferation 1 ,Xq28,
,,,"prolymphocytic leukemia (T-PLL),with translocation t(X;14)(q28;q11) and breakpoint at MTCP1 locus"
,,,
MTFMT,mitochondrial methionyl-tRNA formyltransferase ,15q22.31,
,,,mutations
,,,
MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like ,?,
,,,mutations
,,,
MTHFD1,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase ",14q24,
,,,"Spina bifida, folate-sensitive, susceptibility to [MIM:601634]"
,,,"Abruptio placentae, susceptibility to"
,,,
MTHFR,methylenetetrahydrofolate reductase (NAD(P)H) ,1p36.3,
,,,Homocystinuria due to MTHFR deficiency [MIM:236250]
,,,"Schizophrenia, susceptibility to [MIM:181500]"
,,,"Vascular disease, susceptibility to"
,,,"Neural tube defects, susceptibility to [MIM:601634]"
,,,"Thromboembolism, susceptibility to [MIM:188050]"
,,,
MTHFS,"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase) ",?,
,,,mutations
,,,
MTM1,myotubularin 1 ,Xq28,
,,,"Myotubular myopathy, X-linked [MIM:310400]"
,,,
MTMR14,myotubularin related protein 14 ,3p25.3,
,,,"Centronuclear myopathy, autosomal, modifier of [MIM:160150]"
,,,
MTMR2,myotubularin related protein 2 ,11q22,
,,,"Charcot-Marie-Tooth disease, type 4B1 [MIM:601382]"
,,,
MTMR9,myotubularin related protein 9 ,8p23-p22,
,,,mutations
,,,
MTNR1A,melatonin receptor 1A ,4q35.1,
,,,mutations
,,,
MTNR1B,melatonin receptor 1B ,11q21-q22,
,,,mutations
,,,
MTPAP,mitochondrial poly(A) polymerase ,10p11.23,
,,,"Ataxia, spastic, 4 [MIM:613672]"
,,,
MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase ,5p15.3-p15.2,
,,,"Homocystinuria-megaloblastic anemia, cbl E type [MIM:236270]"
,,,"Neural tube defects, folate-sensitive, susceptibility to [MIM:601634]"
,,,
MTR,5-methyltetrahydrofolate-homocysteine methyltransferase ,1q43,
,,,"Methylcobalamin deficiency, cblG type [MIM:250940]"
,,,"Neural tube defects, folate-sensitive, susceptibility to [MIM:601634]"
,,,"Down syndrome, susceptibility to [MIM:190685]"
,,,
MTTP,microsomal triglyceride transfer protein ,4q22-q24,
,,,Abetalipoproteinemia [MIM:200100]
,,,"Metabolic syndrome, protection against [MIM:605552]"
,,,
MTUS1,microtubule associated tumor suppressor 1 ,?,
,,,mutations
,,,
MTX3,metaxin 3 ,Xq26,
,,,"Charcot-Marie-Tooth neuropathy, X-linked recessive, 3"
,,,
MUC13,"mucin 13, cell surface associated ",3q13.3,
,,,mutations
,,,
MUC1,"mucin 1, cell surface associated ",1q21,
,,,mutations
,,,
MUC2,"mucin 2, oligomeric mucus/gel-forming ",11p15.5,
,,,mutations
,,,
MUC3A,"mucin 3A, cell surface associated ",7q22,
,,,mutations
,,,
MUC4,"mucin 4, cell surface associated ",3q29,
,,,mutations
,,,
MUC5B,"mucin 5B, oligomeric mucus/gel-forming ",11p15,
,,,mutations
,,,
MUC6,"mucin 6, oligomeric mucus/gel-forming ",11p15.5-p15.4,
,,,mutations
,,,
MUC7,"mucin 7, secreted ",4q13-q21,
,,,"Asthma, protection against [MIM:600807]"
,,,
MUHH2,"Hypotrichosis, hereditary, Marie Unna type, 2 ",1p21.1-q21.3,
,,,"Hypotrichosis, hereditary, Marie Unna type, 2"
,,,
MURC,muscle-related coiled-coil protein ,?,
,,,mutations
,,,
MUSK,"muscle, skeletal, receptor tyrosine kinase ",9q31.3-q32,
,,,"Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency [MIM:608931]"
,,,
MUSQTL1,Musical aptitude QTL 1 ,4q22,
,,,Musical aptitude QTL 1
,,,
MUSTQTL1,Muscle strength quantitative trait locus 1 ,14q24.3,
,,,Muscle strength quantitative trait locus 1
,,,
MUTYH,mutY homolog (E. coli) ,1p34.3-p32.1,
,,,"Adenomas, multiple colorectal [MIM:608456]"
,,,"Gastric cancer, somatic [MIM:137215]"
,,,"Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas [MIM:132600]"
,,,
MUT,methylmalonyl CoA mutase ,6p21,
,,,"Methylmalonic aciduria, mut(0) type [MIM:251000]"
,,,
MVK,mevalonate kinase ,12q24,
,,,Mevalonic aciduria [MIM:610377]
,,,Hyper-IgD syndrome [MIM:260920]
,,,
MX1,"myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse) ",21q22.3,
,,,mutations
,,,
MXI1,MAX interactor 1 ,10q25,
,,,Neurofibrosarcoma
,,,"Prostate cancer, susceptibility to [MIM:176807]"
,,,
MYAS1,Myasthenia gravis with thymus hyperplasia ,6p21.3,
,,,Myasthenia gravis with thymus hyperplasia
,,,
MYBL2,v-myb myeloblastosis viral oncogene homolog (avian)-like 2 ,20q13.1,
,,,mutations
,,,
MYBPC1,"myosin binding protein C, slow type ",12,
,,,mutations
,,,
MYBPC3,"myosin binding protein C, cardiac ",11p11.2,
,,,"Cardiomyopathy, familial hypertrophic, 4 [MIM:115197]"
,,,"Cardiomyopathy, dilated [MIM:115200]"
,,,
MYB,v-myb myeloblastosis viral oncogene homolog (avian) ,6q22,
,,,T-cell acute lymphoblastic leukemia
,,,
MYCL1,"v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian) ",1p34.3,
,,,mutations
,,,
MYCN,"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian) ",2p24.1,
,,,Feingold syndrome [MIM:164280]
,,,Microcephaly and digital abnormalities with normal intelligence [MIM:602585]
,,,
MYC,v-myc myelocytomatosis viral oncogene homolog (avian) ,8q24.12-q24.13,
,,,Burkitt lymphoma [MIM:113970]
,,,
MYD88,myeloid differentiation primary response gene (88) ,3p22-p21.3,
,,,"Pyogenic bacterial infections, recurrent, due to MYD88 deficiency [MIM:612260]"
,,,
MYF6,myogenic factor 6 (herculin) ,12q21,
,,,"Myopathy, centronuclear [MIM:160150]"
,,,Becker muscular dystrophy modifier [MIM:300376]
,,,
MYH11,"myosin, heavy chain 11, smooth muscle ",16p13.13-p13.12,
,,,"Aortic aneurysm, familial thoracic 4 [MIM:132900]"
,,,
MYH13,"myosin, heavy chain 13, skeletal muscle ",17p13.1-p12,
,,,mutations
,,,
MYH14,"myosin, heavy chain 14, non-muscle ",19q13.33,
,,,"Deafness, autosomal dominant 4 [MIM:600652]"
,,,
MYH15,"myosin, heavy chain 15 ",3q13.13,
,,,mutations
,,,
MYH2,"myosin, heavy chain 2, skeletal muscle, adult ",17p13.1,
,,,Inclusion body myopathy-3 [MIM:605637]
,,,
MYH3,"myosin, heavy chain 3, skeletal muscle, embryonic ",17p13.1,
,,,"Arthrogryposis, distal, type 2A [MIM:193700]"
,,,"Arthrogryposis, distal, type 2B [MIM:601680]"
,,,
MYH6,"myosin, heavy chain 6, cardiac muscle, alpha ",14q12,
,,,"Cardiomyopathy, familial hypertrophic, 14 [MIM:613251]"
,,,Atrial septal defect 3
,,,"Cardiomyopathy, dilated, 1EE [MIM:613252]"
,,,
MYH7,"myosin, heavy chain 7, cardiac muscle, beta ",14q12,
,,,"Cardiomyopathy, familial hypertrophic, 1 [MIM:192600]"
,,,"Cardiomyopathy, dilated, 1S [MIM:613426]"
,,,"Myopathy, myosin storage [MIM:608358]"
,,,Laing distal myopathy [MIM:160500]
,,,"Scapuloperoneal syndrome, myopathic type [MIM:181430]"
,,,Left ventricular noncompaction 5 [MIM:613426]
,,,
MYH8,"myosin, heavy chain 8, skeletal muscle, perinatal ",17p13.1,
